0	Are director of film Move (1970 Film) and director of film Méditerranée (1963 Film) from the same country?
1	Do both films The Falcon (Film) and Valentin The Good have the directors from the same country?
2	Which film whose director is younger, Charge It To Me or Danger: Diabolik?
3	What is the date of birth of Mina Gerhardsen's father?
4	What nationality is the director of film Wedding Night In Paradise (1950 Film)?
5	When is the composer of film Sruthilayalu 's birthday?
6	Who is Rhescuporis I (Odrysian)'s paternal grandfather?
7	Do both films: The Ex-Mrs. Bradford and The Star Of Santa Clara have the directors from the same country?
8	Which film came out first, The Love Route or Engal Aasan?
9	Where was the director of film The Fascist born?
10	Are Matraville Sports High School and Wabash High School both located in the same country?
11	Are Alison Skipper and Diane Gilliam Fisher from the same country?
12	Do the movies Bloody Birthday and The Beckoning Silence, originate from the same country?
13	Which country the performer of song Soldier (Neil Young Song) is from?
14	What nationality is the director of film Borunbabur Bondhu?
15	Where was the place of burial of the performer of song There Is So Much World To See?
16	What is the date of birth of the director of film Wandering Fires?
17	When did Fatima Bint Mubarak Al Ketbi's husband die?
18	When was the director of film Private Hell 36 born?
19	Are both businesses, Vakıfbank and Infopro Sdn Bhd, located in the same country?
20	Do director of film Chandirani and director of film Not Without Gisela have the same nationality?
21	Does Mukasa Mbidde have the same nationality as Erich Maas?
22	Does Ted Swinford have the same nationality as Nirmala Sheoran?
23	Which film was released more recently, Die schöne Lurette or Sabhash?
24	Why did the founder of university University Of Birmingham die?
25	Do Rhescuporis Ii and Mcallister Hull share the same nationality?
26	Are director of film Ek Misaal and director of film A Soldier'S Oath both from the same country?
27	When did the director of film An International Marriage die?
28	Which film has the director born later, A Flame In My Heart or Butcher, Baker, Nightmare Maker?
29	Which country the performer of song Miss Brown To You is from?
30	Which film has the director who died later, Aaranya Kandam or One Hundred Nails?
31	What is the place of birth of the director of film Prince Of The Plains?
32	What is the date of birth of the director of film Just Like Heaven (Film)?
33	When did the director of film A Whirlwind Of Whiskers die?
34	Do both films Passage West (1951 Film) and Musa (Film) have the directors from the same country?
35	Are both Tengboche and Estarm, Kerman located in the same country?
36	Who is the mother-in-law of Andrew Murray (Scottish Soldier)?
37	Are Arcata–Eureka Airport and Lake Charles Regional Airport both located in the same country?
38	Where was the director of film Ich Für Dich, Du Für Mich born?
39	When did the performer of song A Pretty Girl Milking Her Cow die?
40	Are Malian, Hamadan and Chahar Taq, Markazi located in the same country?
41	When was the director of film Mr. Moto Takes A Chance born?
42	Are Samalá River and Itter (Eder) located in the same country?
43	Are the directors of films Fire Down Below (1957 film) and Playing the Game both from the same country?
44	What is the place of birth of the director of film Secrets Of The Underground?
45	Do both Bait (1954 Film) and Dharm Adhikari films have the directors from the same country?
46	Are director of film Sthree Sahasam and director of film That Malicious Age both from the same country?
47	Are director of film The Actors and director of film Liar Liar from the same country?
48	When is the performer of song Behind The Ritual 's birthday?
49	Did the movies Pony Express (Film) and The Da Vinci Code (Film), originate from the same country?
50	Are Sam Earle and Felix Luckeneder from the same country?
51	Where was the director of film Rubber Racketeers born?
52	Are both Lesser Slave Lake and Medeweger See located in the same country?
53	Where was the composer of film Avidathe Pole Ivideyum born?
54	Are Alsino And The Condor and 1922 (2017 Film) both from the same country?
55	When is George Lamb (Politician)'s father's birthday?
56	Are the bands Cinematic Sunrise and Kingston Falls, from the same country?
57	Where was the place of death of the director of film Master Stroke?
58	Are the movies Carnival Of Souls and Uvanga, from the same country?
59	What nationality is the performer of song Hummingbird (1955 Song)?
60	Where did Mirza Farkhunda Shah's father die?
61	Do both films, The Trail Of The Lonesome Pine (1923 Film) and La Torre De Suso, have the directors who are from the same country?
62	Which film has the director who was born later, Glamour Boy (Film) or Night By The Seashore?
63	Where did Lamprocles's father die?
64	When did the director of film The First Mass die?
65	What is the date of death of the director of film Escape To France?
66	Are J. Lee and Pete Carril from the same country?
67	Which country the director of film Death And Diamonds (Film) is from?
68	When is the director of film The Voice In The Fog 's birthday?
69	Are St. Mary High School (Rutherford, New Jersey) and Mother Teresa High School both located in the same country?
70	When is the director of film Eclipse Of Reason 's birthday?
71	Where did the director of film Skinner Steps Out die?
72	Are director of film The Monster Squad and director of film The Cup (2011 film) from the same country?
73	What is the cause of death of director of film Road Kill (2010 Film)?
74	Which country the composer of song Every Day I Have To Cry (Song) is from?
75	Are Takamatsu Airport and Freehold Airport located in the same country?
76	Where was the director of film Gaon Hamara Shaher Tumhara born?
77	Which film has the director born earlier, Ek Paheli or When Father Was Away On Business?
78	Did John Agoglia and John E. Toews have the same nationality?
79	Are both buildings, Santa María De Santa Cruz De La Serós and Newcastle Cruise Terminal, located in the same country?
80	Are both schools, Salt Brook Academy and Model Technical Higher Secondary Schools, located in the same country?
81	What is the place of birth of Abdullah Ibn Hasan's father?
82	Are Belcher Channel and Glunze located in the same country?
83	Do both directors of films The Piano Tuner Has Arrived and The Young Philadelphians share the same nationality?
84	What is the date of death of the director of film Shocking Asia?
85	Are both Chapan-E Olya and Cwrt Y Gollen located in the same country?
86	When is the director of film Three Men And A Little Lady 's birthday?
87	What is the date of birth of the director of film Pola X?
88	Do both directors of films Blücher (film) and The Good Old Soak have the same nationality?
89	Do both directors of films Mission: Impossible III and The Money Changers have the same nationality?
90	When is the director of film The Virginian (1923 Film) 's birthday?
91	What nationality is Pamela Chopra's husband?
92	What is the cause of death of director of film Call Her Savage?
93	When did Prince Henry, Duke Of Cumberland And Strathearn's mother die?
94	What is the place of birth of the director of film Ruang Talok 69?
95	Do the movies Bedtime With Rosie and Timecode (2000 Film), originate from the same country?
96	Do Mireille Delunsch and Richard J. Zaborski share the same nationality?
97	Where was the composer of film Marikkunnilla Njan born?
98	Where was the director of film The Sporting Duchess (1915 Film) born?
99	Do both Something Always Happens and The Great Impersonation (1921 film) films have the directors from the same country?
100	Do both films, Spencer'S Mountain and Karpoora Mullai, have the directors who are from the same country?
101	Do both directors of films Paper Bullets and Karakolda Ayna Var share the same nationality?
102	When is the director of film Buried Treasure (1921 Film) 's birthday?
103	Do both directors of films Jatt & Juliet and Sciopèn share the same nationality?
104	Does Tim Reid have the same nationality as Devon Martinus?
105	Are Rudy Halmaert and Han Xin of the same nationality?
106	Which film has the director who was born earlier, People To Each Other or Tali-Ihantala 1944?
107	Are director of film Flirting with Fate (1938 film) and director of film Grand Canyon Adventure: River at Risk both from the same country?
108	Which country the director of film On The Riviera is from?
109	Where did the director of film Evelyn'S Love Adventures die?
110	Were Dallin Malmgren and A.B.M. Fazle Karim Chowdhury of the same nationality?
111	Are Marc Dutroux and Joaquim Pimentel of the same nationality?
112	When was the director of film Blindfold (1966 Film) born?
113	Do both films, Laali and Gayby, have the directors who are from the same country?
114	What is the date of death of Helen F. Holt's husband?
115	When did the director of film Catherine & Co. die?
116	What nationality is the director of film Arcade (Film)?
117	What is the date of birth of the director of film You'Re My Everything (Film)?
118	Are You Came Along and Our House (2018 Film) both from the same country?
119	Are the directors of both films Mamay (film) and Dark Mountain (film) from the same country?
120	Who died later, Chuck Turner or Mohamed Abdelaziz (Sahrawi Politician)?
121	What is the date of death of the director of film Syncopating Sue?
122	Are the movies Commissioner Eyck and 3 Indian Tales, from the same country?
123	Are Shokrab, Kermanshah and Pis-Losap both located in the same country?
124	Where did the director of film The Right Of The Strongest die?
125	Who is younger, Andrea Vaturi or Hamdan Bin Rashid Al Maktoum?
126	Did Jo Beth Taylor and Rudolf Wanner have the same nationality?
127	Are both Qaleh Dokhtar, Kohgiluyeh And Boyer-Ahmad and Bokat located in the same country?
128	What is the date of birth of the director of film Sword Stained With Royal Blood (1981 Film)?
129	Are both villages, Beliševo and Datow Naseri, located in the same country?
130	Who is the spouse of the director of film Just Once A Great Lady (1957 Film)?
131	What nationality is the director of film Age Of Consent (Film)?
132	Who is the spouse of the composer of song It Goes Like It Goes?
133	Where did the director of film Canyon Of The Fools die?
134	Are Prakanongpittayalai School and International School Of Koje located in the same country?
135	Are both director of film The Search For John Gissing and director of film Blindfolded (Film) from the same country?
136	Are both airports, Lemnos International Airport and Bindja Airport, located in the same country?
137	Were Heinrich Gerhard Kuhn and Elfie Pertramer from the same country?
138	Do both Delta Of Venus (Film) and Franco, Ese Hombre films have the directors from the same country?
139	Which film was released earlier, The Pervert'S Guide To Ideology or La Vida Alrededor?
140	Where was the place of death of the director of film Under The Same Skin?
141	Are the movies Shadows of the West and The Matchmaker (1934 film), from the same country?
142	Which film came out first, A Hill In Korea or Ek Anek Aur Ekta?
143	Which film has the director who is older than the other, Kiss The Blood Off My Hands or Screaming Mimi (Film)? 
144	Where was the composer of film Pancha Thanthram born?
145	What is the date of birth of the performer of song Iconic (Song)?
146	Who is the spouse of the director of film Lord Of The Manor (Film)?
147	When is William Marshall (1796–1872)'s father's birthday?
148	Did the movies Find the Woman and Two Is a Family, originate from the same country?
149	Are director of film Zamaana Deewana and director of film The Last Attraction from the same country?
150	Do director of film Miss Lovely and director of film Good Will Hunting have the same nationality?
151	Which country the performer of song I Don'T Believe You (She Acts Like We Never Have Met) is from?
152	When is Martha Bulloch Roosevelt's husband's birthday?
153	What nationality is the director of film Kadvi Hawa?
154	Who was born first out of Michelle Tong and Eugene Mcdowell?
155	Are director of film Vai Pandal and director of film Under Electric Clouds from the same country?
156	Are both Lateh Choqa Sayyadan and Cheshmeh-Ye Mirza Hoseyn located in the same country?
157	Are Valiabad, Chalus and Mazraeh-Ye Ali Shafi both located in the same country?
158	Are director of film Summer Bachelors and director of film Albeli (1955 Film) both from the same country?
159	Who is the mother of the director of film Blind Spot (1932 Film)?
160	Who was born first out of Skip Hicks and Sergei Parajanov?
161	Do both films Shore Leave (film) and The Cradle of Courage have the directors that share the same nationality?
162	Who was born later, Joseph Haboush or Alexander Argüelles?
163	Are Shahrak-E Shomali and Taqiabad, Mazandaran both located in the same country?
164	Do both directors of films The Troublemaker (1964 Film) and Father'S Doing Fine have the same nationality?
165	Who is Hormizd I's paternal grandfather?
166	Which film has the director born later, A Yank In Korea or The Tunnel (1933 French-Language Film)?
167	What nationality is the director of film T-Men?
168	Where was the father of Margaret Of Hungary (Saint) born?
169	Does Mario Beaulieu (Senator) have the same nationality as Ebenezer Porter?
170	Where was the place of death of Toma Barbu Socolescu's father?
171	Who is the uncle of Manuel Komnenos (Kouropalates)?
172	Are Long Branch (Troublesome Creek) and Jenipapo River both located in the same country?
173	What is the date of birth of the composer of song Montana (Frank Zappa Song)?
174	Which film whose director was born first, Sorority House Massacre Ii or Faces In The Fog?
175	Why did the director of film Thirst (1960 Film) die?
176	Who was born first, David Hanson (Politician) or Jane Wagner?
177	When was the director of film Sword Of Honour (1939 Film) born?
178	Do director of film Chicago 10 (Film) and director of film Black Oxen share the same nationality?
179	Which film has the director born earlier, Aapo (Film) or The White God?
180	When is Geneviève Élisabeth Disdéri's husband's birthday?
181	Are Arcangelo Di Cola and Tarik Tissoudali both from the same country?
182	What is the place of birth of the director of film The Crisis (1916 Film)?
183	Are Nishiki River and Bullskin Run located in the same country?
184	What is the date of birth of Sudheer Karamana's father?
185	Are both villages, Mazraeh-Ye Ruansar and Qalandar-E Sofla, located in the same country?
186	Was Ali Akbar Salehi or Stefano Dall'Acqua born first?
187	Where did Cecily Of York's father die?
188	Which film has the director who was born first, The Last Winter (2006 Film) or Too Much Wife?
189	Are Fernand Backes and Tom Carew both from the same country?
190	Which film has the director died first, Forbidden Paths or Little Man, What Now? (1933 Film)?
191	What is the date of birth of Eleanor Sherman Thackara's father?
192	Where did Shannon Lee's father study?
193	Which country Georgina Chapman's husband is from?
194	Are Puka Q'Asa (Huancavelica) and Horsetooth Mountain both located in the same country?
195	Are director of film Cosmonaut (Film) and director of film The Scientific Cardplayer from the same country?
196	Are the movies Made (2001 Film) and Proud Flesh (Film), from the same country?
197	When was the director of film The Vampire'S Ghost born?
198	Which film came out earlier, Mi Viudo Y Yo or El Siete Machos?
199	Where did the director of film Are All Men Alike? die?
200	Are both directors of films Kalamegam and We Are Brothers from the same country?
201	Do both films Amba Ambika Ambalika and Ernest Goes To Camp have the directors from the same country?
202	When did the director of film Sathruvu die?
203	Are director of film Desde Que Amanece Apetece and director of film The Last Survivors from the same country?
204	What is the place of birth of the director of film The Uncle?
205	Which film was released more recently, Pottu Amman (Film) or Raja Manthiri?
206	Are Berkeh-Ye Khalaf and Rostam Beyg located in the same country?
207	Do both films, Thieves in Thailand and Forces of Nature (2004 film), have the directors who are from the same country?
208	Where was the place of death of the director of film We Have Only One Life?
209	Did Frederick Joseph Loftus-Tottenham and Arban Severin have the same nationality?
210	Who is the father of the performer of song The House That Jack Built (Song)?
211	What is the place of birth of the director of film Magic Man (Film)?
212	Where was the director of film Stage Fright (1950 Film) born?
213	Who was born first, Makarios Djan or Janiel Simon?
214	Who lived longer, Constance Keys or Anthony De Jasay?
215	Did the magazines Reef Hobbyist Magazine and Investment Executive, originate from the same country?
216	Do both directors of films The Old Fritz and The Seventh Sign share the same nationality?
217	What is the date of death of the performer of song Duodenum (Song)?
218	What is the place of birth of Nayla Moawad's husband?
219	Which film has the director who was born first, Meiseken or The Vulture (1982 Film)?
220	Are Schnitt Acht and Falconer (Band) from the same country?
221	Which film has the director who is older, Don 2 or The Price Of Possession?
222	Which country the director of film Punk: Attitude is from?
223	What is the date of birth of Luke Bullen's wife?
224	When did the director of film Should A Mother Tell? die?
225	Are both directors of films The Splendid Sinner and The Convicted from the same country?
226	Do the movies Sunshine State (Film) and Massive Retaliation (Film), originate from the same country?
227	When did the director of film Albert Schweitzer (Film) die?
228	What nationality is the director of film The War On Democracy?
229	When did Joanna Elisabeth Of Holstein-Gottorp's husband die?
230	Who died later, Clyde Dickey or Turid Karlsen Seim?
231	What nationality is John Harbaugh's father?
232	Where was the director of film Two Tickets To London born?
233	Where did the director of film Fireman Save My Child (1954 Film) die?
234	Where was the place of death of the director of film Smoke On The Potato Fields?
235	Where was the place of death of the director of film De Blaa Drenge?
236	When is the director of film Seven Psychopaths 's birthday?
237	Do the movies The 10th Victim and Bunker Bean, originate from the same country?
238	Does Terry Stembridge have the same nationality as Grace English?
239	Are Ekaterina Voronina and Beatriz Villacañas of the same nationality?
240	Which country the composer of song Silver Bells is from?
241	What is the date of death of the director of film Party Girl (1958 Film)?
242	Are the bands Chateaux (Band) and Stormy Six, from the same country?
243	Where was the father of Minnie Smythe born?
244	Who is the maternal grandfather of Countess Johanna Magdalene Of Hanau-Lichtenberg?
245	Are both villages, Vukpalaj and Ano Lechonia, located in the same country?
246	Are both Ingur Railway Station and Colo Vale Railway Station, New South Wales located in the same country?
247	Where did the director of film Dakshayagnam (1962 Film) die?
248	Which country the director of film Sleepless In New York is from?
249	Do both directors of films The Mouth of the Wolf (2009 film) and Town Without Pity share the same nationality?
250	What is the date of death of Veronique Peck's husband?
251	Which film has the director who died first, Sos Pacific or Amores De Ayer?
252	What is the date of death of the director of film 813 (Film)?
253	Which song came out earlier, Apocalypse Please or Skelewu?
254	Where did the director of film Alex Holeh Ahavah graduate from?
255	What is the date of birth of the performer of song Irma Jackson?
256	Which film was released first, Such Great Foolishness or Film Geek?
257	Does Bill Wallace (Writer) have the same nationality as P.O?
258	When did the director of film Trouble With Trixie die?
259	Where did the director of film Detective (1954 Film) die?
260	What is the date of death of the director of film Akalangalil?
261	Do director of film The Haunting of Morella and director of film The Young Girl share the same nationality?
262	What is the date of death of the director of film Angela (1955 Film)?
263	Do both films Country (film) and Raid in St. Pauli have the directors that share the same nationality?
264	Who is the spouse of the director of film Struggle For Eagle Peak?
265	Where was the director of film Santos Vega (1936 Film) born?
266	Which film was released earlier, Lake Placid Serenade or Odd Couple (Film)?
267	When did Lady Mary Fox's father die?
268	Who was born first, Eupremio Carruezzo or Bruno Millienne?
269	Which country the composer of song A Dreamer'S Holiday is from?
270	Do the movies 23 (Film) and Omg... We'Re In A Horror Movie!!!, originate from the same country?
271	Are both lakes, Mary Lake (Ontario) and Lago Di Fimon, located in the same country?
272	Who is the father of the director of film Buckaroo Sheriff Of Texas?
273	Do both films, The Gentleman (Film) and Dream Of Love, have the directors who are from the same country?
274	When did Juan Torena's wife die?
275	Do both films, Vivahitha and Silver River (Film), have the directors who are from the same country?
276	Do both directors of films The Virgin and the Macho Man and Mr. Warmth: The Don Rickles Project have the same nationality?
277	Do both films: Arbitrage (film) and In the Wake of a Stranger have the directors from the same country?
278	Do both films Zebrahead (film) and Comedians (1925 film) have the directors from the same country?
279	When was the director of film Jiraiya The Hero born?
280	Are both high schools, Fort Zumwalt South High School and West Chester East High School, located in the same country?
281	Are both villages, Halvehhani and Aq Bolagh, Qazvin, located in the same country?
282	Which country the director of film La Otra Y Yo is from?
283	When was the director of film Yellowstone (Film) born?
284	Which film came out earlier, Zehreela Insaan or Bert: The Last Virgin?
285	When did Louis Ii Of Italy's father die?
286	Are the directors of both films Sharmeelee and American Hustle from the same country?
287	Which film has the director died earlier, Sweepstakes Winner or The Rocket From Calabuch?
288	Where was the director of film Heroes Of Fort Worth born?
289	When is the composer of film Artham 's birthday?
290	Are the directors of both films Kathiruntha Kangal and Under The Tonto Rim (1928 Film) from the same country?
291	Which film has the director died later, The Virtuous Scoundrel or Barbary Coast Gent?
292	Are the directors of both films Night Terrors (Film) and Anhonee (1973 Film) from the same country?
293	Which film was released more recently, Gautam Govinda or Danur 2: Maddah?
294	What nationality is the performer of song Orange Sky (Song)?
295	Do both films See Jack Run and Buena Vista Social Club (Film) have the directors that share the same nationality?
296	Who is the mother of the composer of film Todo Es Mentira?
297	Do Yaman Okay and Mike Fiers have the same nationality?
298	Are both villages, Khalti and Chah-E Chaheh, located in the same country?
299	Which film has the director who is older, Les Braqueuses or Call Northside 777?
300	Where was the place of burial of the performer of song Just Waitin'?
301	Where was the place of death of the director of film Rave Un2 The Year 2000?
302	Did Mohammad Fariduddin and Dick Wearmouth have the same nationality?
303	Are the bands The Blakes and Big Supreme, from the same country?
304	Which film has the director who was born first, Lianhua Symphony or Without Evidence?
305	Where did Umberto Agnelli's mother die?
306	Do both directors of films Adada and Fading Gigolo have the same nationality?
307	Are Carfury and Albu Shahbaz located in the same country?
308	Are both Kandry and Salash-E Disam located in the same country?
309	Which film has the director born first, The House (2011 film) or Pengkhianatan G30S/PKI?
310	Which film has the director who was born later, Don't Shoot the Composer or Sökarna?
311	What is the date of death of the director of film Hoodman Blind?
312	Are both villages, Peniki and Goleh Dun, located in the same country?
313	What is the place of birth of the composer of film Anjali (1977 Film)?
314	Are Shaveh, Markazi and Brajićevići located in the same country?
315	What is the place of birth of the director of film Zero (1928 Film)?
316	Where was the place of death of the director of film The Mysteries Of Paris (1962 Film)?
317	Do both films, Marianela (1955 Film) and Arrowhead (1953 Film), have the directors who are from the same country?
318	Do both films Circle Of Friends (1995 Film) and Luponini From Chicago have the directors that share the same nationality?
319	When did Henry Reginald Courtenay (Mp)'s father die?
320	Are both directors of films El Mar De Lucas and How Sweet It Is (2013 Film) from the same country?
321	When did the director of film Scrooge (1935 Film) die?
322	Do both films: Black Thunder (Film) and Farz (1967 Film) have the directors from the same country?
323	What is the date of death of the director of film Song Of The Phoenix?
324	Who is Ethelreda, Daughter Of Gospatric's mother-in-law?
325	Where was the director of film Coordinates Of Death born?
326	Are both villages, Yamn and Galinheiro, located in the same country?
327	Does Alexandra Camenșcic have the same nationality as Robert Broadnax Glenn?
328	Which film has the director born earlier, Blonde Ice or Shadow (1956 film)?
329	What is the cause of death of Elizabeth Thorndike's husband?
330	Do both directors of films Aatmiyulu and La Gallina Clueca share the same nationality?
331	Are Qeshlaq-E Jafar Qoli and Avdarma both located in the same country?
332	Which country Raymond Hackett's wife is from?
333	Are Hamadan Seljeh and Bid Zarrin-E Sofla both located in the same country?
334	Which film was released more recently, Murder Obsession or Cuore Sacro?
335	Did the movies Star Appeal (Film) and Cradle Song (1994 Film), originate from the same country?
336	Are Kaj Kolah, Zanjan and Nurabad, Shazand both located in the same country?
337	Where did the director of film Confession (1937 Film) die?
338	Are both villages, Kushk-E Mur and Bistrica (Crna Trava), located in the same country?
339	Who was born first, Madhukar Vasudev Dhond or Abdallah Al-Ajmi?
340	Which film has the director born later, The King Of Marvin Gardens or The Wedding Of Lilli Marlene?
341	What is the date of birth of the director of film The Private Life Of A Modern Woman?
342	Are both movies, The Little Thing (1923 Film) and Call Girl (2007 Film), from the same country?
343	Are Hugh Gough, 1St Viscount Gough and David Douglas (Wide Receiver) of the same nationality?
344	Who was born earlier, Joseph Peter Kinneary or Nando (Footballer, Born May 1967)?
345	Who is the father-in-law of Iset Ta-Hemdjert?
346	When did the director of film Poor Man'S Pudding die?
347	Where did the director of film Tarzan And The Jungle Boy die?
348	When did Adolphe-Philippe Caron's father die?
349	Are both villages, Batar Chakhar and Tang-E Esmail, located in the same country?
350	What is the date of birth of Derek Mckeith's mother?
351	Are the directors of both films When A Man'S A Man and Familien Gyldenkål from the same country?
352	When was the director of film The Pointing Finger (1919 Film) born?
353	When was the performer of song Did I Ever Tell You born?
354	What is the date of birth of the director of film Katanga Business?
355	Who is Layla Bint Abi Murrah Al-Thaqafi's mother-in-law?
356	Which country the director of film One Night In Yoshiwara is from?
357	Are both movies, A Ménesgazda and Brooklyn (Film), from the same country?
358	When was the director of film The Recruiter (2004 Film) born?
359	Does Donald Heiney have the same nationality as Song Binbin?
360	Where was the father of Benjamin Franklin Bache (Journalist) born?
361	Do both films Khoon Ki Keemat and Girls At Arms 2 have the directors from the same country?
362	Are both Gerald Berragan and Pol Verschuere from the same country?
363	Are Kaga, Republic Of Bashkortostan and Qezmazari located in the same country?
364	What is the date of death of Wolf Rüdiger Hess's mother?
365	Does Kristens Krīgers have the same nationality as Marlene Catterall?
366	Who is the father of Savivanh Savang?
367	Which film came out earlier, Starrbooty or Condemned To Live?
368	Where did the director of film Mr. Sampat die?
369	Do Cliff Cook and John Drawbridge have the same nationality?
370	What is the date of death of Konstantin Kuzakov's father?
371	Which film has the director died first, Eye Of The Eagle (1987 Film) or Tipi Da Spiaggia?
372	Who was born first, Peter Przygodda or Inga Broberg?
373	What is the place of birth of the director of film Allie & Me?
374	Which country the composer of film Diamond Skulls is from?
375	Who is the spouse of the director of film Angels In The Infield?
376	When did Nazperver Kadın's husband die?
377	Who was born first out of France Adamič and Gary Gabelich?
378	Are Riku, Savadkuh and Sheli both located in the same country?
379	Where was the director of film Ninì Tirabusciò: La Donna Che Inventò La Mossa born?
380	What is the date of death of the performer of song I Believe In Everything (Song)?
381	Where did the director of film Ten Canoes study?
382	Do both films New Dawn (Film) and The War Of The Oxen (1920 Film) have the directors from the same country?
383	Which country the director of film Left Behind Ii: Tribulation Force is from?
384	Do both films Sri Rama Pattabhishekam and Our Man In Havana (Film) have the directors from the same country?
385	When did Prince Waldemar Of Prussia (1868–1879)'s mother die?
386	Where was the place of death of the director of film The Road Through The Dark?
387	Do both directors of films City Of Ember and Oklahoma Blues share the same nationality?
388	Are Ovgoros and Wadi Qabbani located in the same country?
389	What is the date of death of Mirza Jahangir's father?
390	What nationality is the director of film The Sin Of Harold Diddlebock?
391	Who is the father of the performer of song Breaking News (Song)?
392	Are the directors of both films That Texas Jamboree and Adorable Lies from the same country?
393	Are both villages, Shakheh-Ye Sofla and Rig Sefid, Zagheh, located in the same country?
394	Are Hesar-E Shineh and Chah-E Tanureh located in the same country?
395	Do director of film The Somme (film) and director of film Tiger Thompson have the same nationality?
396	Which film came out earlier, In Again, Out Again or Free Willy 3: The Rescue?
